ubuntu@Ubuntu-noble-latest-amd64-base:~/critsend$ # 1. Tout ce qui touche au bootstrap depuis le dernier reload (13:07)
pm2 logs --nostream --lines 2000 | grep -E "PRESSURE_GUARD\]|LOCK_RECOVERY|leader_acquired" | tail -50

# 2. Toutes les erreurs récentes des deux process
pm2 logs --nostream --lines 500 --err | tail -80

# 3. Confirmer l'état actuel des ticks (toujours bootstrap=deferred ?)
pm2 logs --nostream --lines 100 | grep "PRESSURE_GUARD_WORKER\] tick" | tail -5
0|critsend | 2026-05-14 15:08:11 +02:00: 2026-05-14T13:08:11.333Z [WARN] [TRACKING BUFFER] open batch (12 rows) failed, requeued 12 for retry: canceling statement due to statement timeout
0|critsend | 2026-05-14 15:08:11 +02:00: 2026-05-14T13:08:11.333Z [ERROR] [TRACKING BUFFER] flushType(open) outer error: canceling statement due to statement timeout
0|critsend | 2026-05-14 15:08:12 +02:00: 2026-05-14T13:08:12.287Z [ERROR] [TRACKING POOL] JS-level query timeout after 12000ms — connection destroyed. SQL: SELECT open_tag, click_tag, unsubscribe_tag
0|critsend | 2026-05-14 15:08:12 +02:00:          FROM campaigns WHERE id = $
0|critsend | 2026-05-14 15:08:20 +02:00: 2026-05-14T13:08:20.293Z [ERROR] [CAMPAIGNS] Bootstrap migration FAILED: canceling statement due to lock timeout
0|critsend | 2026-05-14 15:08:20 +02:00: 2026-05-14T13:08:20.689Z [WARN] [tracking_tokens] CONCURRENTLY unique_idx build failed, will retry on next start: canceling statement due to lock timeout
0|critsend | 2026-05-14 15:08:21 +02:00: 2026-05-14T13:08:21.010Z [ERROR] [TRACKING POOL] JS-level query timeout after 12000ms — connection destroyed. SQL: SELECT open_tag, click_tag, unsubscribe_tag
0|critsend | 2026-05-14 15:08:21 +02:00:          FROM campaigns WHERE id = $
0|critsend | 2026-05-14 15:08:21 +02:00: 2026-05-14T13:08:21.123Z [ERROR] [PRESSURE_GUARD] DDL failed: canceling statement due to lock timeout
0|critsend | 2026-05-14 15:08:21 +02:00: 2026-05-14T13:08:21.174Z [WARN] [TRACKING BUFFER] flush backoff: interval=2250ms (1 consecutive failures)
0|critsend | 2026-05-14 15:08:21 +02:00: 2026-05-14T13:08:21.299Z [WARN] [BOOTSTRAP_LOCK] Index campaign_sends_active_subscriber_idx exists but is INVALID — will be dropped and rebuilt
0|critsend | 2026-05-14 15:09:51 +02:00: 2026-05-14T13:09:51.002Z [WARN] Invalid tracking signature for unsubscribe: campaign=0f5a2916-d65e-4f8d-836e-4b1536b119e5, subscriber=b4b0e8c8-3d80-4b0d-b183-ea9a5f102dc6, sig=374869cb...
0|critsend | 2026-05-14 15:09:51 +02:00: 2026-05-14T13:09:51.323Z [WARN] [ANALYTICS_BOOTSTRAP] Failed to create campaign_sends_campaign_first_open_idx: canceling statement due to statement timeout
0|critsend | 2026-05-14 15:10:00 +02:00: 2026-05-14T13:10:00.492Z [ERROR] Metrics collection error {"error":"error: canceling statement due to statement timeout"}
0|critsend | 2026-05-14 15:10:01 +02:00: 2026-05-14T13:10:01.380Z [WARN] [PRESSURE_GUARD] CONCURRENTLY campaign_sends_active_subscriber_idx build failed (non-fatal): canceling statement due to statement timeout
0|critsend | 2026-05-14 15:10:01 +02:00: 2026-05-14T13:10:01.502Z [WARN] [PRESSURE_GUARD] Bootstrap NOT ready: lock=ran, schema_verified=true, outcome=deferred — will retry every 15s
0|critsend | 2026-05-14 15:10:12 +02:00: 2026-05-14T13:10:12.762Z [WARN] [503] source=load_shed method=GET path=/api/admin/503-attribution route=/api/admin rid=183e2096-abd6-4066-9227-ff21a4840d08 kind=saturation code=- pool active=29/30 idle=0 total=29 waiting=0 sat=0.97 lease=0
0|critsend | 2026-05-14 15:10:30 +02:00: 2026-05-14T13:10:30.845Z [WARN] [PRESSURE_GUARD_WORKER] gauge refresh failed (non-fatal): canceling statement due to statement timeout
0|critsend | 2026-05-14 15:12:21 +02:00: 2026-05-14T13:12:21.667Z [ERROR] [PRESSURE_QUEUE] /top-contacts failed: canceling statement due to statement timeout
0|critsend | 2026-05-14 15:13:20 +02:00: 2026-05-14T13:13:20.534Z [WARN] [PRESSURE_DRAIN] lease refresh lost ownership of pressure_guard:900014 — another node took over
0|critsend | 2026-05-14 15:14:03 +02:00: 2026-05-14T13:14:03.740Z [WARN] Invalid tracking signature for open: campaign=ddb7f423-5c2c-4951-8aa8-335c1d656863, subscriber=73c8c80b-08d4-4d51=-9ba9-52896d296521

0|critsend | 2026-05-14 15:09:40 +02:00: 2026-05-14T13:09:40.467Z [INFO] [PRESSURE_GUARD_WORKER] tick: leader_acquired=N (bootstrap=deferred), bootstrap=deferred, has_pending=?, eligible_campaigns=0, drained_calls=0, errors=0
0|critsend | 2026-05-14 15:09:50 +02:00: 2026-05-14T13:09:50.467Z [INFO] [PRESSURE_GUARD_WORKER] tick: leader_acquired=N (bootstrap=deferred), bootstrap=deferred, has_pending=?, eligible_campaigns=0, drained_calls=0, errors=0
0|critsend | 2026-05-14 15:10:00 +02:00: 2026-05-14T13:10:00.468Z [INFO] [PRESSURE_GUARD_WORKER] tick: leader_acquired=N (bootstrap=deferred), bootstrap=deferred, has_pending=?, eligible_campaigns=0, drained_calls=0, errors=0
0|critsend | 2026-05-14 15:10:10 +02:00: 2026-05-14T13:10:10.468Z [INFO] [PRESSURE_GUARD_WORKER] tick: leader_acquired=N (bootstrap=deferred), bootstrap=deferred, has_pending=?, eligible_campaigns=0, drained_calls=0, errors=0
0|critsend | 2026-05-14 15:14:28 +02:00: 2026-05-14T13:14:28.865Z [INFO] [PRESSURE_GUARD_WORKER] tick: leader_acquired=Y, bootstrap=ready, has_pending=Y, eligible_campaigns=9, drained_calls=9, errors=0
ubuntu@Ubuntu-noble-latest-amd64-base:~/critsend$ 
